geoid,stCode,coCode,geography,planningArea,PL_FIPS,MCD2,year,population
3402139510,34,21,Lawrence Township,Developed Community,39510,39510,2013,33452
4209143312,42,91,Limerick Township,Growing Suburb,43312,43312,2013,18557
3400740440,34,7,Lindenwold Borough,Developed Community,40440,40440,2013,17478
3401541160,34,15,Logan Township,Growing Suburb,41160,41160,2013,6006
4202944440,42,29,London Britain Township,Rural Area,44440,44440,2013,3207
4202944480,42,29,London Grove Township,Growing Suburb,44480,44480,2013,8144
4202944456,42,29,Londonderry Township,Rural Area,44456,44456,2013,2331
4204544888,42,45,Lower Chichester Township,Developed Community,44888,44888,2013,3475
4209144912,42,91,Lower Frederick Township,Rural Area,44912,44912,2013,4882
4209144920,42,91,Lower Gwynedd Township,Developed Community,44920,44920,2013,11511
4201744968,42,17,Lower Makefield Township,Developed Community,44968,44968,2013,32576
4209144976,42,91,Lower Merion Township,Developed Community,44976,44976,2013,58241
4209145008,42,91,Lower Moreland Township,Developed Community,45008,45008,2013,13179
4202945040,42,29,Lower Oxford Township,Rural Area,45040,45040,2013,5034
4209145072,42,91,Lower Pottsgrove Township,Growing Suburb,45072,45072,2013,12152
4209145080,42,91,Lower Providence Township,Growing Suburb,45080,45080,2013,25687
4209145096,42,91,Lower Salford Township,Growing Suburb,45096,45096,2013,15254
4201745112,42,17,Lower Southampton Township,Developed Community,45112,45112,2013,18926
3400542060,34,5,Lumberton Township,Growing Suburb,42060,42060,2013,12473
3400742630,34,7,Magnolia Borough,Developed Community,42630,42630,2013,4312
4202946792,42,29,Malvern Borough,Developed Community,46792,46792,2013,3439
3400543290,34,5,Mansfield Township,Rural Area,43290,43290,2013,8592
3401543440,34,15,Mantua Township,Growing Suburb,43440,43440,2013,15175
3400543740,34,5,Maple Shade Township,Developed Community,43740,43740,2013,19057
4204547344,42,45,Marcus Hook Borough,Developed Community,47344,47344,2013,2403
4209147592,42,91,Marlborough Township,Rural Area,47592,47592,2013,3288
4204547616,42,45,Marple Township,Developed Community,47616,47616,2013,23575
3400545210,34,5,Medford Lakes Borough,Developed Community,45210,45210,2013,4112
3400545120,34,5,Medford Township,Growing Suburb,45120,45120,2013,23196
4204548480,42,45,Media Borough,Developed Community,48480,48480,2013,5340
3400745510,34,7,Merchantville Borough,Developed Community,45510,45510,2013,3778
4201749120,42,17,Middletown Township,Developed Community,49120,49120,2013,45258
4204549136,42,45,Middletown Township,Developed Community,49136,49136,2013,15863
4201749384,42,17,Milford Township,Rural Area,49384,49384,2013,9875
4204549504,42,45,Millbourne Borough,Developed Community,49504,49504,2013,1160
4202950232,42,29,Modena Borough,Developed Community,50232,50232,2013,537
3401547250,34,15,Monroe Township,Growing Suburb,47250,47250,2013,36610
4209150640,42,91,Montgomery Township,Growing Suburb,50640,50640,2013,25648
3400547880,34,5,Moorestown Township,Developed Community,47880,47880,2013,20631
4201751144,42,17,Morrisville Borough,Developed Community,51144,51144,2013,8670
4204551176,42,45,Morton Borough,Developed Community,51176,51176,2013,2676
3400748750,34,7,Mount Ephraim Borough,Developed Community,48750,48750,2013,4647
3400548900,34,5,Mount Holly Township,Developed Community,48900,48900,2013,9377
3400549020,34,5,Mount Laurel Township,Developed Community,49020,49020,2013,41721
4209152664,42,91,Narberth Borough,Developed Community,52664,52664,2013,4312
3401549680,34,15,National Park Borough,Developed Community,49680,49680,2013,3012
4204553104,42,45,Nether Providence Township,Developed Community,53104,53104,2013,13762
4201753296,42,17,New Britain Borough,Developed Community,53296,53296,2013,3030
4201753304,42,17,New Britain Township,Growing Suburb,53304,53304,2013,11015
4202953608,42,29,New Garden Township,Growing Suburb,53608,53608,2013,12110
3400551510,34,5,New Hanover Township,Developed Community,51510,51510,2013,7923
4209153664,42,91,New Hanover Township,Rural Area,53664,53664,2013,11986
4201753712,42,17,New Hope Borough,Developed Community,53712,53712,2013,2511
4202953816,42,29,New London Township,Rural Area,53816,53816,2013,5819
3401551390,34,15,Newfield Borough,Developed Community,51390,51390,2013,1574
4202953784,42,29,Newlin Township,Rural Area,53784,53784,2013,1338
4201754184,42,17,Newtown Borough,Developed Community,54184,54184,2013,2236
4201754192,42,17,Newtown Township,Growing Suburb,54192,54192,2013,19442
4204554224,42,45,Newtown Township,Growing Suburb,54224,54224,2013,12298
4201754576,42,17,Nockamixon Township,Rural Area,54576,54576,2013,3425
4209154656,42,91,Norristown Borough,Developed Community,54656,54656,2013,34576
4202954936,42,29,North Coventry Township,Growing Suburb,54936,54936,2013,7965
3400553070,34,5,North Hanover Township,Rural Area,53070,53070,2013,7660
4209155512,42,91,North Wales Borough,Developed Community,55512,55512,2013,3247
4201754688,42,17,Northampton Township,Developed Community,54688,54688,2013,39510
4204555664,42,45,Norwood Borough,Developed Community,55664,55664,2013,5901
3400753880,34,7,Oaklyn Borough,Developed Community,53880,53880,2013,4005
4202957480,42,29,Oxford Borough,Developed Community,57480,57480,2013,5129
3400555800,34,5,Palmyra Borough,Developed Community,55800,55800,2013,7331
4202958032,42,29,Parkesburg Borough,Developed Community,58032,58032,2013,3648
4204558176,42,45,Parkside Borough,Developed Community,58176,58176,2013,2334
3401557150,34,15,Paulsboro Borough,Developed Community,57150,57150,2013,6013
3400557480,34,5,Pemberton Borough,Developed Community,57480,57480,2013,1382
3400557510,34,5,Pemberton Township,Rural Area,57510,57510,2013,27865
4202958808,42,29,Penn Township,Growing Suburb,58808,58808,2013,5504
4201758936,42,17,Penndel Borough,Developed Community,58936,58936,2013,2250
3402157600,34,21,Pennington Borough,Developed Community,57600,57600,2013,2593
3400757660,34,7,Pennsauken Township,Developed Community,57660,57660,2013,35865
4209159120,42,91,Pennsburg Borough,Developed Community,59120,59120,2013,3866
4202959136,42,29,Pennsbury Township,Growing Suburb,59136,59136,2013,3608
4201759384,42,17,Perkasie Borough,Developed Community,59384,59384,2013,8497
4209159392,42,91,Perkiomen Township,Growing Suburb,59392,59392,2013,9201
4210160000,42,101,Philadelphia,Core City,60000,60000,2013,1558109
4202960120,42,29,Phoenixville Borough,Developed Community,60120,60120,2013,16547
3400758770,34,7,Pine Hill Borough,Developed Community,58770,58770,2013,10482
3400758920,34,7,Pine Valley Borough,Developed Community,58920,58920,2013,12
3401559070,34,15,Pitman Borough,Developed Community,59070,59070,2013,8927
4201761616,42,17,Plumstead Township,Growing Suburb,61616,61616,2013,12862
4209161664,42,91,Plymouth Township,Developed Community,61664,61664,2013,16644
4202961800,42,29,Pocopson Township,Growing Suburb,61800,61800,2013,4768
4209162416,42,91,Pottstown Borough,Developed Community,62416,62416,2013,22626
3402160900,34,21,Princeton Borough,Developed Community,60900,60900,2013,29918
4204562792,42,45,Prospect Park Borough,Developed Community,62792,62792,2013,6488
4201763048,42,17,Quakertown Borough,Developed Community,63048,63048,2013,8920
4204563264,42,45,Radnor Township,Developed Community,63264,63264,2013,31426
4209163808,42,91,Red Hill Borough,Developed Community,63808,63808,2013,2387
4201764536,42,17,Richland Township,Growing Suburb,64536,64536,2013,13111
4201764584,42,17,Richlandtown Borough,Developed Community,64584,64584,2013,1318
4204564832,42,45,Ridley Park Borough,Developed Community,64832,64832,2013,7019
4204564800,42,45,Ridley Township,Developed Community,64800,64800,2013,31076
4201764856,42,17,Riegelsville Borough,Developed Community,64856,64856,2013,861
3400563510,34,5,Riverside Township,Developed Community,63510,63510,2013,8022
3400563660,34,5,Riverton Borough,Developed Community,63660,63660,2013,2748
3402163850,34,21,Robbinsville Township,Growing Suburb,77210,63850,2013,14029
4209165568,42,91,Rockledge Borough,Developed Community,65568,65568,2013,2551
4204566192,42,45,Rose Valley Borough,Developed Community,66192,66192,2013,938
4209166576,42,91,Royersford Borough,Developed Community,66576,66576,2013,4789
3400765160,34,7,Runnemede Borough,Developed Community,65160,65160,2013,8406
4204566928,42,45,Rutledge Borough,Developed Community,66928,66928,2013,797
4202967080,42,29,Sadsbury Township,Rural Area,67080,67080,2013,3788
4209167528,42,91,Salford Township,Rural Area,67528,67528,2013,2794
4202968288,42,29,Schuylkill Township,Growing Suburb,68288,68288,2013,8568
4209168328,42,91,Schwenksville Borough,Developed Community,68328,68328,2013,1392
4201769248,42,17,Sellersville Borough,Developed Community,69248,69248,2013,4236
3400566810,34,5,Shamong Township,Rural Area,66810,66810,2013,6501
4204569752,42,45,Sharon Hill Borough,Developed Community,69752,69752,2013,5707
4201770744,42,17,Silverdale Borough,Developed Community,70744,70744,2013,865
4209171016,42,91,Skippack Township,Growing Suburb,71016,71016,2013,14999
4201771752,42,17,Solebury Township,Rural Area,71752,71752,2013,8652
3400768340,34,7,Somerdale Borough,Developed Community,68340,68340,2013,5281
4209171856,42,91,Souderton Borough,Developed Community,71856,71856,2013,6664
4202972072,42,29,South Coatesville Borough,Developed Community,72072,72072,2013,1432
4202972088,42,29,South Coventry Township,Rural Area,72088,72088,2013,2625
3401569030,34,15,South Harrison Township,Rural Area,69030,69030,2013,3198
3400568610,34,5,Southampton Township,Rural Area,68610,68610,2013,10355
4202972920,42,29,Spring City Borough,Developed Community,72920,72920,2013,3351
4204573032,42,45,Springfield Township,Developed Community,73032,73032,2013,24205
4209173088,42,91,Springfield Township,Developed Community,73088,73088,2013,19520
3400569990,34,5,Springfield Township,Rural Area,69990,69990,2013,3376
4201773016,42,17,Springfield Township,Rural Area,73016,73016,2013,5035
3400771220,34,7,Stratford Borough,Developed Community,71220,71220,2013,7013
4204575648,42,45,Swarthmore Borough,Developed Community,75648,75648,2013,6207
3401571850,34,15,Swedesboro Borough,Developed Community,71850,71850,2013,2597
3400572060,34,5,Tabernacle Township,Rural Area,72060,72060,2013,6963
3400772240,34,7,Tavistock Borough,Developed Community,72240,72240,2013,5
4201776304,42,17,Telford Borough,Developed Community,76304,76304,2013,2194
4209176304,42,91,Telford Borough,Developed Community,76304,76304,2013,2677
4202976568,42,29,Thornbury Township,Growing Suburb,76568,76568,2013,3288
4204576576,42,45,Thornbury Township,Growing Suburb,76576,76576,2013,7773
4204576792,42,45,Tinicum Township,Developed Community,76792,76792,2013,4099
4201776784,42,17,Tinicum Township,Rural Area,76784,76784,2013,3977
4209177152,42,91,Towamencin Township,Growing Suburb,77152,77152,2013,18127
4204577288,42,45,Trainer Borough,Developed Community,77288,77288,2013,1848
4209177304,42,91,Trappe Borough,Developed Community,77304,77304,2013,3536
4202977344,42,29,Tredyffrin Township,Growing Suburb,77344,77344,2013,29494
3402174000,34,21,Trenton City,Core City,74000,74000,2013,85138
4201777704,42,17,Trumbauersville Borough,Developed Community,77704,77704,2013,955
4201777744,42,17,Tullytown Borough,Developed Community,77744,77744,2013,1862
4204578712,42,45,Upland Borough,Developed Community,78712,78712,2013,3250
4204578776,42,45,Upper Chichester Township,Developed Community,78776,78776,2013,16914
4204579000,42,45,Upper Darby Township,Developed Community,79000,79000,2013,82978
4209179008,42,91,Upper Dublin Township,Developed Community,79008,79008,2013,26129
4209179040,42,91,Upper Frederick Township,Rural Area,79040,79040,2013,3548
4209179056,42,91,Upper Gwynedd Township,Developed Community,79056,79056,2013,15793
4209179064,42,91,Upper Hanover Township,Rural Area,79064,79064,2013,6882
4201779128,42,17,Upper Makefield Township,Rural Area,79128,79128,2013,8216
4209179136,42,91,Upper Merion Township,Developed Community,79136,79136,2013,28555
4209179176,42,91,Upper Moreland Township,Developed Community,79176,79176,2013,24197
4202979208,42,29,Upper Oxford Township,Rural Area,79208,79208,2013,2515
4209179240,42,91,Upper Pottsgrove Township,Growing Suburb,79240,79240,2013,5385
4204579248,42,45,Upper Providence Township,Developed Community,79248,79248,2013,10290
4209179256,42,91,Upper Providence Township,Growing Suburb,79256,79256,2013,21957
4209179280,42,91,Upper Salford Township,Rural Area,79280,79280,2013,3348
4201779296,42,17,Upper Southampton Township,Developed Community,79296,79296,2013,15126
4202979352,42,29,Upper Uwchlan Township,Growing Suburb,79352,79352,2013,11483
4202979480,42,29,Uwchlan Township,Growing Suburb,79480,79480,2013,18362
4202979544,42,29,Valley Township,Growing Suburb,79544,79544,2013,7328
3400776220,34,7,Voorhees Township,Developed Community,76220,76220,2013,29334
4202980616,42,29,Wallace Township,Rural Area,80616,80616,2013,3643
4201780952,42,17,Warminster Township,Developed Community,80952,80952,2013,32681
4201781048,42,17,Warrington Township,Growing Suburb,81144,81048,2013,23482
4201781144,42,17,Warwick Township,Growing Suburb,83960,81144,2013,14572
4202981160,42,29,Warwick Township,Rural Area,81160,81160,2013,2530
3401577180,34,15,Washington Township,Developed Community,77180,77180,2013,48340
3400577150,34,5,Washington Township,Rural Area,77150,77150,2013,684
3400777630,34,7,Waterford Township,Rural Area,77630,77630,2013,10738
3401578110,34,15,Wenonah Borough,Developed Community,78110,78110,2013,2261
4202982544,42,29,West Bradford Township,Growing Suburb,82544,82544,2013,12565
4202982576,42,29,West Brandywine Township,Growing Suburb,82576,82576,2013,7459
4202982664,42,29,West Caln Township,Rural Area,82664,82664,2013,9047
4202982704,42,29,West Chester Borough,Developed Community,82704,82704,2013,19025
4209182736,42,91,West Conshohocken Borough,Developed Community,82736,82736,2013,1385
3401578800,34,15,West Deptford Township,Developed Community,78800,78800,2013,21432
4202982936,42,29,West Fallowfield Township,Rural Area,82936,82936,2013,2581
4202983080,42,29,West Goshen Township,Growing Suburb,83080,83080,2013,22814
4202983104,42,29,West Grove Borough,Developed Community,83104,83104,2013,2859
4202983464,42,29,West Marlborough Township,Rural Area,83464,83464,2013,815
4202983664,42,29,West Nantmeal Township,Rural Area,83664,83664,2013,2194
4209183696,42,91,West Norriton Township,Developed Community,83696,83696,2013,15753
4202983712,42,29,West Nottingham Township,Rural Area,83712,83712,2013,2728
4202983832,42,29,West Pikeland Township,Growing Suburb,83832,83832,2013,4055
4209183912,42,91,West Pottsgrove Township,Developed Community,83912,83912,2013,3892
4201783960,42,17,West Rockhill Township,Rural Area,83960,83960,2013,5277
4202983968,42,29,West Sadsbury Township,Rural Area,83968,83968,2013,2471
4202984160,42,29,West Vincent Township,Rural Area,84160,84160,2013,4856
4202984192,42,29,West Whiteland Township,Growing Suburb,84192,84192,2013,18441
3402180240,34,21,West Windsor Township,Developed Community,80240,80240,2013,27838
3400578200,34,5,Westampton Township,Growing Suburb,78200,78200,2013,8763
4202984104,42,29,Westtown Township,Growing Suburb,84104,84104,2013,10896
3401580120,34,15,Westville Borough,Developed Community,80120,80120,2013,4240
4209184624,42,91,Whitemarsh Township,Developed Community,84624,84624,2013,17458
4209184888,42,91,Whitpain Township,Developed Community,84888,84888,2013,19083
3400581440,34,5,Willingboro Township,Developed Community,81440,81440,2013,31424
4202985352,42,29,Willistown Township,Growing Suburb,85352,85352,2013,10704
3400781740,34,7,Winslow Township,Growing Suburb,81740,81740,2013,39447
3401582120,34,15,Woodbury City,Developed Community,82120,82120,2013,10033
3401582180,34,15,Woodbury Heights Borough,Developed Community,82180,82180,2013,3021
3400582420,34,5,Woodland Township,Rural Area,82420,82420,2013,1785
3400782450,34,7,Woodlynne Borough,Developed Community,82450,82450,2013,2954
3401582840,34,15,Woolwich Township,Growing Suburb,82840,82840,2013,11605
4209186496,42,91,Worcester Township,Growing Suburb,86496,86496,2013,10105
3400582960,34,5,Wrightstown Borough,Developed Community,82960,82960,2013,802
4201786624,42,17,Wrightstown Township,Rural Area,86624,86624,2013,3095
4201786920,42,17,Yardley Borough,Developed Community,86920,86920,2013,2439
4204586968,42,45,Yeadon Borough,Developed Community,86968,86968,2013,11515
4209100156,42,91,Abington Township,Developed Community,156,156,2014,55733
4204500676,42,45,Aldan Borough,Developed Community,676,676,2014,4166
4209102264,42,91,Ambler Borough,Developed Community,2264,2264,2014,6520
4204503336,42,45,Aston Township,Developed Community,3336,3336,2014,16753
4202903384,42,29,Atglen Borough,Developed Community,3384,3384,2014,1413
3400702200,34,7,Audubon Borough,Developed Community,2200,2200,2014,8727
3400702230,34,7,Audubon Park Borough,Developed Community,2230,2230,2014,1012
4202903656,42,29,Avondale Borough,Developed Community,3656,3656,2014,1402
3400703250,34,7,Barrington Borough,Developed Community,3250,3250,2014,6814
3400503370,34,5,Bass River Township,Rural Area,3370,3370,2014,1444
4201704976,42,17,Bedminster Township,Rural Area,4976,4976,2014,7008
3400704750,34,7,Bellmawr Borough,Developed Community,4750,4750,2014,11481
4201705616,42,17,Bensalem Township,Developed Community,5616,5616,2014,60353
3400705440,34,7,Berlin Borough,Developed Community,5440,5440,2014,7602
3400705470,34,7,Berlin Township,Developed Community,5470,5470,2014,5382
4204506024,42,45,Bethel Township,Growing Suburb,6024,6024,2014,9085
3400505740,34,5,Beverly City,Developed Community,5740,5740,2014,2541
4202906544,42,29,Birmingham Township,Growing Suburb,6544,6544,2014,4212
3400506670,34,5,Bordentown City,Developed Community,6670,6670,2014,3893
3400506700,34,5,Bordentown Township,Growing Suburb,6700,6700,2014,11570
4209108568,42,91,Bridgeport Borough,Developed Community,8568,8568,2014,4591
4201708592,42,17,Bridgeton Township,Rural Area,8592,8592,2014,1289
4201708760,42,17,Bristol Borough,Developed Community,8760,8760,2014,9640
4201708768,42,17,Bristol Township,Developed Community,8768,8768,2014,54182
4204509080,42,45,Brookhaven Borough,Developed Community,9080,9080,2014,8052
3400708170,34,7,Brooklawn Borough,Developed Community,8170,8170,2014,1933
4209109696,42,91,Bryn Athyn Borough,Developed Community,9696,9696,2014,1394
4201709816,42,17,Buckingham Township,Growing Suburb,9816,9816,2014,20335
3400508920,34,5,Burlington City,Developed Community,8920,8920,2014,9846
3400508950,34,5,Burlington Township,Growing Suburb,8950,8950,2014,22608
4202910824,42,29,Caln Township,Growing Suburb,10824,10824,2014,14137
3400710000,34,7,Camden City,Core City,10000,10000,2014,76219
4204512442,42,45,Chadds Ford Township,Growing Suburb,12442,12442,2014,3718
4201712504,42,17,Chalfont Borough,Developed Community,12504,12504,2014,4064
4202912744,42,29,Charlestown Township,Growing Suburb,12744,12744,2014,5621
4209112968,42,91,Cheltenham Township,Developed Community,12968,12968,2014,37066
3400712280,34,7,Cherry Hill Township,Developed Community,12280,12280,2014,71045
3400712550,34,7,Chesilhurst Borough,Developed Community,12550,12550,2014,1626
4204513208,42,45,Chester City,Core City,13208,13208,2014,34141
4204513232,42,45,Chester Heights Borough,Growing Suburb,13232,13232,2014,2608
4204513212,42,45,Chester Township,Developed Community,13212,13212,2014,4096
3400512670,34,5,Chesterfield Township,Rural Area,12670,12670,2014,7689
3400512940,34,5,Cinnaminson Township,Developed Community,12940,12940,2014,16597
3401513360,34,15,Clayton Borough,Growing Suburb,13360,13360,2014,8356
3400713420,34,7,Clementon Borough,Developed Community,13420,13420,2014,4927
4204514264,42,45,Clifton Heights Borough,Developed Community,14264,14264,2014,6677
4202914712,42,29,Coatesville City,Developed Community,14712,14712,2014,13193
4209115192,42,91,Collegeville Borough,Developed Community,15192,15192,2014,5295
4204515232,42,45,Collingdale Borough,Developed Community,15232,15232,2014,8813
3400714260,34,7,Collingswood Borough,Developed Community,14260,14260,2014,13867
4204515432,42,45,Colwyn Borough,Developed Community,15432,15432,2014,2554
4204515488,42,45,Concord Township,Growing Suburb,15488,15488,2014,17478
4209115848,42,91,Conshohocken Borough,Developed Community,15848,15848,2014,7939
4204518152,42,45,Darby Borough,Developed Community,18152,18152,2014,10722
4204518160,42,45,Darby Township,Developed Community,18160,18160,2014,9300
3400517080,34,5,Delanco Township,Developed Community,17080,17080,2014,4538
3400517440,34,5,Delran Township,Developed Community,17440,17440,2014,16846
3401517710,34,15,Deptford Township,Developed Community,17710,17710,2014,30550
4209119672,42,91,Douglass Township,Rural Area,19672,19672,2014,10419
4202919752,42,29,Downingtown Borough,Developed Community,19752,19752,2014,7945
4201719784,42,17,Doylestown Borough,Developed Community,19784,19784,2014,8314
4201719792,42,17,Doylestown Township,Developed Community,19792,19792,2014,17529
4201720104,42,17,Dublin Borough,Developed Community,20104,20104,2014,2141
4201720480,42,17,Durham Township,Rural Area,20480,20480,2014,1135
4202920824,42,29,East Bradford Township,Growing Suburb,20824,20824,2014,9987
4202920864,42,29,East Brandywine Township,Growing Suburb,20864,20864,2014,8026
4202920920,42,29,East Caln Township,Growing Suburb,20920,20920,2014,4887
4202921008,42,29,East Coventry Township,Growing Suburb,21008,21008,2014,6772
4202921104,42,29,East Fallowfield Township,Rural Area,21104,21104,2014,7584
4202921192,42,29,East Goshen Township,Growing Suburb,21192,21192,2014,18146
4209121200,42,91,East Greenville Borough,Developed Community,21200,21200,2014,2969
3401519180,34,15,East Greenwich Township,Growing Suburb,19180,19180,2014,10273
4204521384,42,45,East Lansdowne Borough,Developed Community,21384,21384,2014,2677
4202921480,42,29,East Marlborough Township,Growing Suburb,21480,21480,2014,7243
4202921576,42,29,East Nantmeal Township,Rural Area,21576,21576,2014,1827
4209121600,42,91,East Norriton Township,Developed Community,21600,21600,2014,14075
4202921624,42,29,East Nottingham Township,Growing Suburb,21624,21624,2014,8821
4202921696,42,29,East Pikeland Township,Growing Suburb,21696,21696,2014,7345
4201721760,42,17,East Rockhill Township,Rural Area,21760,21760,2014,5735
4202922000,42,29,East Vincent Township,Growing Suburb,22000,22000,2014,6854
4202922056,42,29,East Whiteland Township,Growing Suburb,22056,22056,2014,10657
3402119780,34,21,East Windsor Township,Growing Suburb,19780,19780,2014,27717
3400518790,34,5,Eastampton Township,Growing Suburb,18790,18790,2014,6039
4202921928,42,29,Easttown Township,Growing Suburb,21928,21928,2014,10584
4204522296,42,45,Eddystone Borough,Developed Community,22296,22296,2014,2416
3400520050,34,5,Edgewater Park Township,Developed Community,20050,20050,2014,8841
4204522584,42,45,Edgmont Township,Growing Suburb,22584,22584,2014,4035
3401521060,34,15,Elk Township,Rural Area,21060,21060,2014,4118
4202923032,42,29,Elk Township,Rural Area,23032,23032,2014,1693
4202923440,42,29,Elverson Borough,Developed Community,23440,23440,2014,1300
3400522110,34,5,Evesham Township,Growing Suburb,22110,22110,2014,45631
3402122185,34,21,Ewing Township,Developed Community,22185,22185,2014,36491
4201725112,42,17,Falls Township,Developed Community,25112,25112,2014,33989
3400523250,34,5,Fieldsboro Borough,Developed Community,23250,23250,2014,538
3400523850,34,5,Florence Township,Growing Suburb,23850,23850,2014,12654
4204526408,42,45,Folcroft Borough,Developed Community,26408,26408,2014,6629
4209127280,42,91,Franconia Township,Growing Suburb,27280,27280,2014,13230
3401524840,34,15,Franklin Township,Rural Area,24840,24840,2014,16619
4202927376,42,29,Franklin Township,Rural Area,27376,27376,2014,4447
3400726070,34,7,Gibbsboro Borough,Developed Community,26070,26070,2014,2251
3401526340,34,15,Glassboro Borough,Growing Suburb,26340,26340,2014,19051
4204529720,42,45,Glenolden Borough,Developed Community,29720,29720,2014,7178
3400726820,34,7,Gloucester City,Developed Community,26820,26820,2014,11332
3400726760,34,7,Gloucester Township,Developed Community,26760,26760,2014,63940
4209131088,42,91,Green Lane Borough,Developed Community,31088,31088,2014,511
3401528185,34,15,Greenwich Township,Growing Suburb,28185,28185,2014,4862
3400728800,34,7,Haddon Heights Borough,Developed Community,28800,28800,2014,7490
3400728740,34,7,Haddon Township,Developed Community,28740,28740,2014,14561
3400728770,34,7,Haddonfield Borough,Developed Community,28770,28770,2014,11432
3400529010,34,5,Hainesport Township,Growing Suburb,29010,29010,2014,6099
3402129310,34,21,Hamilton Township,Developed Community,29310,29310,2014,89357
3401530180,34,15,Harrison Township,Growing Suburb,30180,30180,2014,12851
4209133088,42,91,Hatboro Borough,Developed Community,33088,33088,2014,7432
4209133112,42,91,Hatfield Borough,Developed Community,33112,33112,2014,3318
4209133120,42,91,Hatfield Township,Growing Suburb,33120,33120,2014,17554
4204533144,42,45,Haverford Township,Developed Community,33144,33144,2014,48967
4201733224,42,17,Haycock Township,Rural Area,33224,33224,2014,2219
4202934448,42,29,Highland Township,Rural Area,34448,34448,2014,1288
3402131620,34,21,Hightstown Borough,Developed Community,31620,31620,2014,5564
4201734952,42,17,Hilltown Township,Growing Suburb,34952,34952,2014,15170
3400732220,34,7,Hi-Nella Borough,Developed Community,32220,32220,2014,860
4202935528,42,29,Honey Brook Borough,Developed Community,35528,35528,2014,1759
4202935536,42,29,Honey Brook Township,Rural Area,35536,35536,2014,8116
3402133150,34,21,Hopewell Borough,Developed Community,33150,33150,2014,1947
3402133180,34,21,Hopewell Township,Rural Area,33180,33180,2014,18562
4209135808,42,91,Horsham Township,Growing Suburb,35808,35808,2014,26478
4201736192,42,17,Hulmeville Borough,Developed Community,36192,36192,2014,1003
4201737304,42,17,Ivyland Borough,Developed Community,37304,37304,2014,1053
4209138000,42,91,Jenkintown Borough,Developed Community,38000,38000,2014,4458
4202939352,42,29,Kennett Square Borough,Developed Community,39352,39352,2014,6127
4202939344,42,29,Kennett Township,Growing Suburb,39344,39344,2014,8007
4201741392,42,17,Langhorne Borough,Developed Community,41392,41392,2014,1607
4201741416,42,17,Langhorne Manor Borough,Developed Community,41416,41416,2014,1437
4209141432,42,91,Lansdale Borough,Developed Community,41432,41432,2014,16497
4204541440,42,45,Lansdowne Borough,Developed Community,41440,41440,2014,10667
3400739210,34,7,Laurel Springs Borough,Developed Community,39210,39210,2014,1885
3400739420,34,7,Lawnside Borough,Developed Community,39420,39420,2014,2918
3402139510,34,21,Lawrence Township,Developed Community,39510,39510,2014,33419
4209143312,42,91,Limerick Township,Growing Suburb,43312,43312,2014,18690
3400740440,34,7,Lindenwold Borough,Developed Community,40440,40440,2014,17479
3401541160,34,15,Logan Township,Growing Suburb,41160,41160,2014,5996
4202944440,42,29,London Britain Township,Rural Area,44440,44440,2014,3229
4202944480,42,29,London Grove Township,Growing Suburb,44480,44480,2014,8430
4202944456,42,29,Londonderry Township,Rural Area,44456,44456,2014,2372
4204544888,42,45,Lower Chichester Township,Developed Community,44888,44888,2014,3479
4209144912,42,91,Lower Frederick Township,Rural Area,44912,44912,2014,4888
4209144920,42,91,Lower Gwynedd Township,Developed Community,44920,44920,2014,11528
4201744968,42,17,Lower Makefield Township,Developed Community,44968,44968,2014,32561
4209144976,42,91,Lower Merion Township,Developed Community,44976,44976,2014,58357
4209145008,42,91,Lower Moreland Township,Developed Community,45008,45008,2014,13199
4202945040,42,29,Lower Oxford Township,Rural Area,45040,45040,2014,5036
4209145072,42,91,Lower Pottsgrove Township,Growing Suburb,45072,45072,2014,12166
4209145080,42,91,Lower Providence Township,Growing Suburb,45080,45080,2014,25715
4209145096,42,91,Lower Salford Township,Growing Suburb,45096,45096,2014,15282
4201745112,42,17,Lower Southampton Township,Developed Community,45112,45112,2014,19004
3400542060,34,5,Lumberton Township,Growing Suburb,42060,42060,2014,12450
3400742630,34,7,Magnolia Borough,Developed Community,42630,42630,2014,4300
4202946792,42,29,Malvern Borough,Developed Community,46792,46792,2014,3448
3400543290,34,5,Mansfield Township,Rural Area,43290,43290,2014,8596
3401543440,34,15,Mantua Township,Growing Suburb,43440,43440,2014,15151
3400543740,34,5,Maple Shade Township,Developed Community,43740,43740,2014,19030
4204547344,42,45,Marcus Hook Borough,Developed Community,47344,47344,2014,2408
4209147592,42,91,Marlborough Township,Rural Area,47592,47592,2014,3309
4204547616,42,45,Marple Township,Developed Community,47616,47616,2014,23661
3400545210,34,5,Medford Lakes Borough,Developed Community,45210,45210,2014,4094
3400545120,34,5,Medford Township,Growing Suburb,45120,45120,2014,23292
4204548480,42,45,Media Borough,Developed Community,48480,48480,2014,5348
3400745510,34,7,Merchantville Borough,Developed Community,45510,45510,2014,3767
4201749120,42,17,Middletown Township,Developed Community,49120,49120,2014,45178
4204549136,42,45,Middletown Township,Developed Community,49136,49136,2014,15909
4201749384,42,17,Milford Township,Rural Area,49384,49384,2014,9959
4204549504,42,45,Millbourne Borough,Developed Community,49504,49504,2014,1163
4202950232,42,29,Modena Borough,Developed Community,50232,50232,2014,537
3401547250,34,15,Monroe Township,Growing Suburb,47250,47250,2014,36730
