SUMLEV,STATE,COUNTY,PLACE,COUSUB,CONCIT,PRIMGEO_FLAG,FUNCSTAT,NAME,STNAME,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2010,POPESTIMATE2011,POPESTIMATE2012,POPESTIMATE2013,POPESTIMATE2014,POPESTIMATE2015,POPESTIMATE2016,POPESTIMATE2017,POPESTIMATE2018
157,34,003,06490,00000,00000,0,A,Bogota borough,New Jersey,8187,8178,8188,8236,8231,8254,8266,8287,8408,8427,8413
157,34,003,10480,00000,00000,0,A,Carlstadt borough,New Jersey,6127,6125,6127,6161,6174,6188,6188,6199,6181,6214,6191
157,34,003,13570,00000,00000,0,A,Cliffside Park borough,New Jersey,23594,23620,23672,23809,24378,24451,24479,24573,24622,24752,25935
157,34,003,13810,00000,00000,0,A,Closter borough,New Jersey,8373,8415,8425,8477,8548,8584,8593,8597,8610,8629,8582
157,34,003,15820,00000,00000,0,A,Cresskill borough,New Jersey,8573,8551,8564,8614,8639,8671,8678,8695,8681,8794,8775
157,34,003,17530,00000,00000,0,A,Demarest borough,New Jersey,4881,4884,4919,4960,4965,4988,4981,4990,4948,4956,4933
157,34,003,18400,00000,00000,0,A,Dumont borough,New Jersey,17479,17404,17424,17530,17581,17629,17656,17701,17678,17716,17697
157,34,003,19510,00000,00000,0,A,East Rutherford borough,New Jersey,8913,8913,8923,8971,8987,9007,9022,9050,9748,9771,9764
157,34,003,20020,00000,00000,0,A,Edgewater borough,New Jersey,11513,11516,11530,11623,11659,11882,12259,11889,11913,12172,12720
157,34,003,21300,00000,00000,0,A,Elmwood Park borough,New Jersey,19403,19488,19514,19625,19686,20035,20070,20113,20096,20142,20120
157,34,003,21450,00000,00000,0,A,Emerson borough,New Jersey,7401,7386,7394,7490,7520,7557,7568,7589,7588,7622,7643
157,34,003,21480,00000,00000,0,A,Englewood city,New Jersey,27147,27111,27135,27286,27669,27745,28087,28169,28136,28646,28624
157,34,003,21510,00000,00000,0,A,Englewood Cliffs borough,New Jersey,5281,5307,5321,5350,5354,5369,5368,5363,5348,5367,5385
157,34,003,22470,00000,00000,0,A,Fair Lawn borough,New Jersey,32457,32388,32428,32621,32761,32856,32907,33111,33074,33154,33128
157,34,003,22560,00000,00000,0,A,Fairview borough,New Jersey,13835,13830,13857,13984,14023,14129,14251,14266,14256,14298,14295
157,34,003,24420,00000,00000,0,A,Fort Lee borough,New Jersey,35345,35402,35477,35696,35843,36179,36222,36283,37187,37329,37921
157,34,003,24990,00000,00000,0,A,Franklin Lakes borough,New Jersey,10590,10582,10597,10674,10700,10735,10768,10755,10732,11074,11096
157,34,003,25770,00000,00000,0,A,Garfield city,New Jersey,30487,30494,30543,30714,30891,31054,31242,31413,31530,31886,31866
157,34,003,26640,00000,00000,0,A,Glen Rock borough,New Jersey,11601,11584,11600,11666,11697,11744,11808,11832,11805,11846,11829
157,34,003,28680,00000,00000,0,A,Hackensack city,New Jersey,43010,43014,43059,43293,43402,43511,44185,44297,44283,44559,44522
157,34,003,30150,00000,00000,0,A,Harrington Park borough,New Jersey,4664,4666,4672,4708,4721,4737,4747,4765,4753,4769,4762
157,34,003,30420,00000,00000,0,A,Hasbrouck Heights borough,New Jersey,11842,11865,11879,11956,11991,12035,12068,12099,12076,12107,12080
157,34,003,30540,00000,00000,0,A,Haworth borough,New Jersey,3382,3376,3380,3406,3404,3419,3418,3421,3419,3436,3430
157,34,003,31920,00000,00000,0,A,Hillsdale borough,New Jersey,10219,10202,10211,10265,10336,10364,10377,10403,10393,10412,10405
157,34,003,32310,00000,00000,0,A,Ho-Ho-Kus borough,New Jersey,4078,4078,4080,4107,4110,4105,4114,4113,4096,4117,4107
157,34,003,40020,00000,00000,0,A,Leonia borough,New Jersey,8937,8944,8955,9010,9039,9061,9074,9103,9094,9116,9110
157,34,003,40680,00000,00000,0,A,Little Ferry borough,New Jersey,10626,10638,10651,10720,10757,10789,10800,10832,10811,10832,10822
157,34,003,41100,00000,00000,0,A,Lodi borough,New Jersey,24136,24113,24146,24275,24346,24423,24447,24504,24475,24543,24551
157,34,003,44880,00000,00000,0,A,Maywood borough,New Jersey,9555,9549,9553,9568,9601,9645,9657,9677,9672,9698,9694
157,34,003,46110,00000,00000,0,A,Midland Park borough,New Jersey,7128,7142,7150,7192,7213,7233,7234,7252,7246,7274,7265
157,34,003,47610,00000,00000,0,A,Montvale borough,New Jersey,7844,7844,7861,7946,8058,8129,8219,8337,8415,8586,8600
157,34,003,47700,00000,00000,0,A,Moonachie borough,New Jersey,2708,2690,2693,2706,2709,2722,2726,2741,2737,2743,2743
157,34,003,51660,00000,00000,0,A,New Milford borough,New Jersey,16341,16343,16362,16449,16497,16534,16540,16597,16579,16607,16558
157,34,003,52320,00000,00000,0,A,North Arlington borough,New Jersey,15392,15392,15412,15534,15598,15641,15664,15706,15693,15756,15741
157,34,003,53430,00000,00000,0,A,Northvale borough,New Jersey,4640,4623,4634,4667,4684,4731,4732,4782,4871,4898,4923
157,34,003,53610,00000,00000,0,A,Norwood borough,New Jersey,5711,5732,5738,5765,5787,5795,5802,5820,5810,5820,5831
157,34,003,53850,00000,00000,0,A,Oakland borough,New Jersey,12754,12755,12773,12838,12884,12930,12963,13004,12988,13018,13021
157,34,003,54870,00000,00000,0,A,Old Tappan borough,New Jersey,5750,5744,5745,5811,5834,5876,5896,5935,5930,5940,5946
157,34,003,54990,00000,00000,0,A,Oradell borough,New Jersey,7978,7978,7987,8034,8054,8085,8091,8117,8129,8184,8193
157,34,003,55770,00000,00000,0,A,Palisades Park borough,New Jersey,19622,19604,19627,19799,20059,20319,20357,20466,20518,20650,20820
157,34,003,55950,00000,00000,0,A,Paramus borough,New Jersey,26342,26342,26363,26485,26550,26595,26602,26661,26607,26625,26558
157,34,003,56130,00000,00000,0,A,Park Ridge borough,New Jersey,8645,8649,8656,8706,8738,8762,8792,8812,8801,8802,8786
157,34,003,61680,00000,00000,0,A,Ramsey borough,New Jersey,14473,14520,14553,14667,14757,14853,14896,14963,14952,15003,14991
157,34,003,62910,00000,00000,0,A,Ridgefield borough,New Jersey,11032,11039,11052,11122,11166,11199,11210,11239,11243,11265,11265
157,34,003,62940,00000,00000,0,A,Ridgefield Park village,New Jersey,12729,12722,12737,12814,12852,12887,12901,12932,12915,12946,13009
157,34,003,63000,00000,00000,0,A,Ridgewood village,New Jersey,24958,24956,24982,25102,25156,25210,25221,25302,25259,25293,25272
157,34,003,63360,00000,00000,0,A,River Edge borough,New Jersey,11340,11340,11353,11420,11451,11482,11494,11523,11519,11539,11531
157,34,003,64170,00000,00000,0,A,Rockleigh borough,New Jersey,531,531,531,525,528,530,527,531,530,531,533
157,34,003,65280,00000,00000,0,A,Rutherford borough,New Jersey,18061,18061,18082,18182,18227,18288,18317,18461,18433,18490,18460
157,34,003,65400,00000,00000,0,A,Saddle River borough,New Jersey,3152,3153,3164,3199,3220,3222,3215,3216,3207,3214,3197
157,34,003,72420,00000,00000,0,A,Tenafly borough,New Jersey,14488,14510,14536,14635,14701,14726,14734,14718,14693,14675,14641
157,34,003,72480,00000,00000,0,A,Teterboro borough,New Jersey,67,67,67,67,68,68,68,68,68,68,68
157,34,003,75140,00000,00000,0,A,Upper Saddle River borough,New Jersey,8208,8163,8170,8218,8239,8249,8211,8229,8233,8278,8270
157,34,003,76400,00000,00000,0,A,Waldwick borough,New Jersey,9625,9581,9595,9662,9721,9767,9801,9912,9899,9915,10207
157,34,003,76490,00000,00000,0,A,Wallington borough,New Jersey,11335,11335,11346,11436,11469,11512,11537,11571,11560,11595,11591
157,34,003,80270,00000,00000,0,A,Westwood borough,New Jersey,10908,10927,10952,11018,11050,11076,11097,11127,11111,11147,11155
157,34,003,82300,00000,00000,0,A,Woodcliff Lake borough,New Jersey,5730,5715,5719,5743,5763,5758,5778,5836,5820,5803,5862
157,34,003,82570,00000,00000,0,A,Wood-Ridge borough,New Jersey,7626,7628,7637,7684,7836,7850,7856,8148,8506,8875,9159
157,34,003,99990,00000,00000,0,F,Balance of Bergen County,New Jersey,143244,143290,143455,144377,144864,145225,146123,146976,147139,147515,147965
061,34,003,00000,00700,00000,0,F,Allendale borough,New Jersey,6505,6505,6515,6585,6626,6687,6713,6738,6779,6799,6792
071,34,003,00700,00700,00000,1,A,Allendale borough,New Jersey,6505,6505,6515,6585,6626,6687,6713,6738,6779,6799,6792
061,34,003,00000,01090,00000,0,F,Alpine borough,New Jersey,1849,1818,1820,1831,1856,1861,1850,1852,1849,1862,1860
071,34,003,01090,01090,00000,1,A,Alpine borough,New Jersey,1849,1818,1820,1831,1856,1861,1850,1852,1849,1862,1860
061,34,003,00000,05170,00000,0,F,Bergenfield borough,New Jersey,26764,26821,26850,27019,27180,27255,27290,27336,27327,27469,27479
071,34,003,05170,05170,00000,1,A,Bergenfield borough,New Jersey,26764,26821,26850,27019,27180,27255,27290,27336,27327,27469,27479
061,34,003,00000,06490,00000,0,F,Bogota borough,New Jersey,8187,8178,8188,8236,8231,8254,8266,8287,8408,8427,8413
071,34,003,06490,06490,00000,1,A,Bogota borough,New Jersey,8187,8178,8188,8236,8231,8254,8266,8287,8408,8427,8413
061,34,003,00000,10480,00000,0,F,Carlstadt borough,New Jersey,6127,6125,6127,6161,6174,6188,6188,6199,6181,6214,6191
071,34,003,10480,10480,00000,1,A,Carlstadt borough,New Jersey,6127,6125,6127,6161,6174,6188,6188,6199,6181,6214,6191
061,34,003,00000,13570,00000,0,F,Cliffside Park borough,New Jersey,23594,23620,23672,23809,24378,24451,24479,24573,24622,24752,25935
071,34,003,13570,13570,00000,1,A,Cliffside Park borough,New Jersey,23594,23620,23672,23809,24378,24451,24479,24573,24622,24752,25935
061,34,003,00000,13810,00000,0,F,Closter borough,New Jersey,8373,8415,8425,8477,8548,8584,8593,8597,8610,8629,8582
071,34,003,13810,13810,00000,1,A,Closter borough,New Jersey,8373,8415,8425,8477,8548,8584,8593,8597,8610,8629,8582
061,34,003,00000,15820,00000,0,F,Cresskill borough,New Jersey,8573,8551,8564,8614,8639,8671,8678,8695,8681,8794,8775
071,34,003,15820,15820,00000,1,A,Cresskill borough,New Jersey,8573,8551,8564,8614,8639,8671,8678,8695,8681,8794,8775
061,34,003,00000,17530,00000,0,F,Demarest borough,New Jersey,4881,4884,4919,4960,4965,4988,4981,4990,4948,4956,4933
071,34,003,17530,17530,00000,1,A,Demarest borough,New Jersey,4881,4884,4919,4960,4965,4988,4981,4990,4948,4956,4933
061,34,003,00000,18400,00000,0,F,Dumont borough,New Jersey,17479,17404,17424,17530,17581,17629,17656,17701,17678,17716,17697
071,34,003,18400,18400,00000,1,A,Dumont borough,New Jersey,17479,17404,17424,17530,17581,17629,17656,17701,17678,17716,17697
061,34,003,00000,19510,00000,0,F,East Rutherford borough,New Jersey,8913,8913,8923,8971,8987,9007,9022,9050,9748,9771,9764
071,34,003,19510,19510,00000,1,A,East Rutherford borough,New Jersey,8913,8913,8923,8971,8987,9007,9022,9050,9748,9771,9764
061,34,003,00000,20020,00000,0,F,Edgewater borough,New Jersey,11513,11516,11530,11623,11659,11882,12259,11889,11913,12172,12720
071,34,003,20020,20020,00000,1,A,Edgewater borough,New Jersey,11513,11516,11530,11623,11659,11882,12259,11889,11913,12172,12720
061,34,003,00000,21300,00000,0,F,Elmwood Park borough,New Jersey,19403,19488,19514,19625,19686,20035,20070,20113,20096,20142,20120
071,34,003,21300,21300,00000,1,A,Elmwood Park borough,New Jersey,19403,19488,19514,19625,19686,20035,20070,20113,20096,20142,20120
061,34,003,00000,21450,00000,0,F,Emerson borough,New Jersey,7401,7386,7394,7490,7520,7557,7568,7589,7588,7622,7643
071,34,003,21450,21450,00000,1,A,Emerson borough,New Jersey,7401,7386,7394,7490,7520,7557,7568,7589,7588,7622,7643
061,34,003,00000,21480,00000,0,F,Englewood city,New Jersey,27147,27111,27135,27286,27669,27745,28087,28169,28136,28646,28624
071,34,003,21480,21480,00000,1,A,Englewood city,New Jersey,27147,27111,27135,27286,27669,27745,28087,28169,28136,28646,28624
061,34,003,00000,21510,00000,0,F,Englewood Cliffs borough,New Jersey,5281,5307,5321,5350,5354,5369,5368,5363,5348,5367,5385
071,34,003,21510,21510,00000,1,A,Englewood Cliffs borough,New Jersey,5281,5307,5321,5350,5354,5369,5368,5363,5348,5367,5385
061,34,003,00000,22470,00000,0,F,Fair Lawn borough,New Jersey,32457,32388,32428,32621,32761,32856,32907,33111,33074,33154,33128
071,34,003,22470,22470,00000,1,A,Fair Lawn borough,New Jersey,32457,32388,32428,32621,32761,32856,32907,33111,33074,33154,33128
061,34,003,00000,22560,00000,0,F,Fairview borough,New Jersey,13835,13830,13857,13984,14023,14129,14251,14266,14256,14298,14295
071,34,003,22560,22560,00000,1,A,Fairview borough,New Jersey,13835,13830,13857,13984,14023,14129,14251,14266,14256,14298,14295
061,34,003,00000,24420,00000,0,F,Fort Lee borough,New Jersey,35345,35402,35477,35696,35843,36179,36222,36283,37187,37329,37921
071,34,003,24420,24420,00000,1,A,Fort Lee borough,New Jersey,35345,35402,35477,35696,35843,36179,36222,36283,37187,37329,37921
061,34,003,00000,24990,00000,0,F,Franklin Lakes borough,New Jersey,10590,10582,10597,10674,10700,10735,10768,10755,10732,11074,11096
071,34,003,24990,24990,00000,1,A,Franklin Lakes borough,New Jersey,10590,10582,10597,10674,10700,10735,10768,10755,10732,11074,11096
061,34,003,00000,25770,00000,0,F,Garfield city,New Jersey,30487,30494,30543,30714,30891,31054,31242,31413,31530,31886,31866
071,34,003,25770,25770,00000,1,A,Garfield city,New Jersey,30487,30494,30543,30714,30891,31054,31242,31413,31530,31886,31866
061,34,003,00000,26640,00000,0,F,Glen Rock borough,New Jersey,11601,11584,11600,11666,11697,11744,11808,11832,11805,11846,11829
071,34,003,26640,26640,00000,1,A,Glen Rock borough,New Jersey,11601,11584,11600,11666,11697,11744,11808,11832,11805,11846,11829
061,34,003,00000,28680,00000,0,F,Hackensack city,New Jersey,43010,43014,43059,43293,43402,43511,44185,44297,44283,44559,44522
071,34,003,28680,28680,00000,1,A,Hackensack city,New Jersey,43010,43014,43059,43293,43402,43511,44185,44297,44283,44559,44522
061,34,003,00000,30150,00000,0,F,Harrington Park borough,New Jersey,4664,4666,4672,4708,4721,4737,4747,4765,4753,4769,4762
071,34,003,30150,30150,00000,1,A,Harrington Park borough,New Jersey,4664,4666,4672,4708,4721,4737,4747,4765,4753,4769,4762
061,34,003,00000,30420,00000,0,F,Hasbrouck Heights borough,New Jersey,11842,11865,11879,11956,11991,12035,12068,12099,12076,12107,12080
071,34,003,30420,30420,00000,1,A,Hasbrouck Heights borough,New Jersey,11842,11865,11879,11956,11991,12035,12068,12099,12076,12107,12080
061,34,003,00000,30540,00000,0,F,Haworth borough,New Jersey,3382,3376,3380,3406,3404,3419,3418,3421,3419,3436,3430
071,34,003,30540,30540,00000,1,A,Haworth borough,New Jersey,3382,3376,3380,3406,3404,3419,3418,3421,3419,3436,3430
061,34,003,00000,31920,00000,0,F,Hillsdale borough,New Jersey,10219,10202,10211,10265,10336,10364,10377,10403,10393,10412,10405
071,34,003,31920,31920,00000,1,A,Hillsdale borough,New Jersey,10219,10202,10211,10265,10336,10364,10377,10403,10393,10412,10405
061,34,003,00000,32310,00000,0,F,Ho-Ho-Kus borough,New Jersey,4078,4078,4080,4107,4110,4105,4114,4113,4096,4117,4107
071,34,003,32310,32310,00000,1,A,Ho-Ho-Kus borough,New Jersey,4078,4078,4080,4107,4110,4105,4114,4113,4096,4117,4107
061,34,003,00000,40020,00000,0,F,Leonia borough,New Jersey,8937,8944,8955,9010,9039,9061,9074,9103,9094,9116,9110
071,34,003,40020,40020,00000,1,A,Leonia borough,New Jersey,8937,8944,8955,9010,9039,9061,9074,9103,9094,9116,9110
061,34,003,00000,40680,00000,0,F,Little Ferry borough,New Jersey,10626,10638,10651,10720,10757,10789,10800,10832,10811,10832,10822
071,34,003,40680,40680,00000,1,A,Little Ferry borough,New Jersey,10626,10638,10651,10720,10757,10789,10800,10832,10811,10832,10822
061,34,003,00000,41100,00000,0,F,Lodi borough,New Jersey,24136,24113,24146,24275,24346,24423,24447,24504,24475,24543,24551
071,34,003,41100,41100,00000,1,A,Lodi borough,New Jersey,24136,24113,24146,24275,24346,24423,24447,24504,24475,24543,24551
061,34,003,00000,42090,00000,1,A,Lyndhurst township,New Jersey,20554,20554,20573,20709,20772,20815,21493,22009,21995,22071,22580
061,34,003,00000,42750,00000,1,A,Mahwah township,New Jersey,25890,25883,25912,26056,26148,26207,26237,26291,26278,26381,26380
061,34,003,00000,44880,00000,0,F,Maywood borough,New Jersey,9555,9549,9553,9568,9601,9645,9657,9677,9672,9698,9694
071,34,003,44880,44880,00000,1,A,Maywood borough,New Jersey,9555,9549,9553,9568,9601,9645,9657,9677,9672,9698,9694
061,34,003,00000,46110,00000,0,F,Midland Park borough,New Jersey,7128,7142,7150,7192,7213,7233,7234,7252,7246,7274,7265
071,34,003,46110,46110,00000,1,A,Midland Park borough,New Jersey,7128,7142,7150,7192,7213,7233,7234,7252,7246,7274,7265
061,34,003,00000,47610,00000,0,F,Montvale borough,New Jersey,7844,7844,7861,7946,8058,8129,8219,8337,8415,8586,8600
071,34,003,47610,47610,00000,1,A,Montvale borough,New Jersey,7844,7844,7861,7946,8058,8129,8219,8337,8415,8586,8600
061,34,003,00000,47700,00000,0,F,Moonachie borough,New Jersey,2708,2690,2693,2706,2709,2722,2726,2741,2737,2743,2743
071,34,003,47700,47700,00000,1,A,Moonachie borough,New Jersey,2708,2690,2693,2706,2709,2722,2726,2741,2737,2743,2743
061,34,003,00000,51660,00000,0,F,New Milford borough,New Jersey,16341,16343,16362,16449,16497,16534,16540,16597,16579,16607,16558
071,34,003,51660,51660,00000,1,A,New Milford borough,New Jersey,16341,16343,16362,16449,16497,16534,16540,16597,16579,16607,16558
061,34,003,00000,52320,00000,0,F,North Arlington borough,New Jersey,15392,15392,15412,15534,15598,15641,15664,15706,15693,15756,15741
071,34,003,52320,52320,00000,1,A,North Arlington borough,New Jersey,15392,15392,15412,15534,15598,15641,15664,15706,15693,15756,15741
061,34,003,00000,53430,00000,0,F,Northvale borough,New Jersey,4640,4623,4634,4667,4684,4731,4732,4782,4871,4898,4923
071,34,003,53430,53430,00000,1,A,Northvale borough,New Jersey,4640,4623,4634,4667,4684,4731,4732,4782,4871,4898,4923
061,34,003,00000,53610,00000,0,F,Norwood borough,New Jersey,5711,5732,5738,5765,5787,5795,5802,5820,5810,5820,5831
071,34,003,53610,53610,00000,1,A,Norwood borough,New Jersey,5711,5732,5738,5765,5787,5795,5802,5820,5810,5820,5831
061,34,003,00000,53850,00000,0,F,Oakland borough,New Jersey,12754,12755,12773,12838,12884,12930,12963,13004,12988,13018,13021
071,34,003,53850,53850,00000,1,A,Oakland borough,New Jersey,12754,12755,12773,12838,12884,12930,12963,13004,12988,13018,13021
061,34,003,00000,54870,00000,0,F,Old Tappan borough,New Jersey,5750,5744,5745,5811,5834,5876,5896,5935,5930,5940,5946
071,34,003,54870,54870,00000,1,A,Old Tappan borough,New Jersey,5750,5744,5745,5811,5834,5876,5896,5935,5930,5940,5946
061,34,003,00000,54990,00000,0,F,Oradell borough,New Jersey,7978,7978,7987,8034,8054,8085,8091,8117,8129,8184,8193
071,34,003,54990,54990,00000,1,A,Oradell borough,New Jersey,7978,7978,7987,8034,8054,8085,8091,8117,8129,8184,8193
061,34,003,00000,55770,00000,0,F,Palisades Park borough,New Jersey,19622,19604,19627,19799,20059,20319,20357,20466,20518,20650,20820
071,34,003,55770,55770,00000,1,A,Palisades Park borough,New Jersey,19622,19604,19627,19799,20059,20319,20357,20466,20518,20650,20820
061,34,003,00000,55950,00000,0,F,Paramus borough,New Jersey,26342,26342,26363,26485,26550,26595,26602,26661,26607,26625,26558
071,34,003,55950,55950,00000,1,A,Paramus borough,New Jersey,26342,26342,26363,26485,26550,26595,26602,26661,26607,26625,26558
061,34,003,00000,56130,00000,0,F,Park Ridge borough,New Jersey,8645,8649,8656,8706,8738,8762,8792,8812,8801,8802,8786
071,34,003,56130,56130,00000,1,A,Park Ridge borough,New Jersey,8645,8649,8656,8706,8738,8762,8792,8812,8801,8802,8786
061,34,003,00000,61680,00000,0,F,Ramsey borough,New Jersey,14473,14520,14553,14667,14757,14853,14896,14963,14952,15003,14991
071,34,003,61680,61680,00000,1,A,Ramsey borough,New Jersey,14473,14520,14553,14667,14757,14853,14896,14963,14952,15003,14991
061,34,003,00000,62910,00000,0,F,Ridgefield borough,New Jersey,11032,11039,11052,11122,11166,11199,11210,11239,11243,11265,11265
071,34,003,62910,62910,00000,1,A,Ridgefield borough,New Jersey,11032,11039,11052,11122,11166,11199,11210,11239,11243,11265,11265
061,34,003,00000,62940,00000,0,F,Ridgefield Park village,New Jersey,12729,12722,12737,12814,12852,12887,12901,12932,12915,12946,13009
071,34,003,62940,62940,00000,1,A,Ridgefield Park village,New Jersey,12729,12722,12737,12814,12852,12887,12901,12932,12915,12946,13009
061,34,003,00000,63000,00000,0,F,Ridgewood village,New Jersey,24958,24956,24982,25102,25156,25210,25221,25302,25259,25293,25272
071,34,003,63000,63000,00000,1,A,Ridgewood village,New Jersey,24958,24956,24982,25102,25156,25210,25221,25302,25259,25293,25272
061,34,003,00000,63360,00000,0,F,River Edge borough,New Jersey,11340,11340,11353,11420,11451,11482,11494,11523,11519,11539,11531
071,34,003,63360,63360,00000,1,A,River Edge borough,New Jersey,11340,11340,11353,11420,11451,11482,11494,11523,11519,11539,11531
061,34,003,00000,63690,00000,1,A,River Vale township,New Jersey,9659,9663,9683,9742,9790,9825,9870,9912,10041,10066,10062
061,34,003,00000,63990,00000,1,A,Rochelle Park township,New Jersey,5530,5526,5532,5556,5574,5586,5597,5611,5604,5614,5614
061,34,003,00000,64170,00000,0,F,Rockleigh borough,New Jersey,531,531,531,525,528,530,527,531,530,531,533
071,34,003,64170,64170,00000,1,A,Rockleigh borough,New Jersey,531,531,531,525,528,530,527,531,530,531,533
061,34,003,00000,65280,00000,0,F,Rutherford borough,New Jersey,18061,18061,18082,18182,18227,18288,18317,18461,18433,18490,18460
071,34,003,65280,65280,00000,1,A,Rutherford borough,New Jersey,18061,18061,18082,18182,18227,18288,18317,18461,18433,18490,18460
061,34,003,00000,65340,00000,1,A,Saddle Brook township,New Jersey,13659,13655,13684,13771,13822,13860,13878,13918,13911,13941,13930
061,34,003,00000,65400,00000,0,F,Saddle River borough,New Jersey,3152,3153,3164,3199,3220,3222,3215,3216,3207,3214,3197
071,34,003,65400,65400,00000,1,A,Saddle River borough,New Jersey,3152,3153,3164,3199,3220,3222,3215,3216,3207,3214,3197
061,34,003,00000,68970,00000,1,A,South Hackensack township,New Jersey,2378,2390,2390,2404,2422,2434,2441,2447,2441,2463,2466
061,34,003,00000,72360,00000,1,A,Teaneck township,New Jersey,39776,39766,39814,40071,40185,40276,40334,40445,40565,40669,40619
061,34,003,00000,72420,00000,0,F,Tenafly borough,New Jersey,14488,14510,14536,14635,14701,14726,14734,14718,14693,14675,14641
071,34,003,72420,72420,00000,1,A,Tenafly borough,New Jersey,14488,14510,14536,14635,14701,14726,14734,14718,14693,14675,14641
061,34,003,00000,72480,00000,0,F,Teterboro borough,New Jersey,67,67,67,67,68,68,68,68,68,68,68
071,34,003,72480,72480,00000,1,A,Teterboro borough,New Jersey,67,67,67,67,68,68,68,68,68,68,68
061,34,003,00000,75140,00000,0,F,Upper Saddle River borough,New Jersey,8208,8163,8170,8218,8239,8249,8211,8229,8233,8278,8270
071,34,003,75140,75140,00000,1,A,Upper Saddle River borough,New Jersey,8208,8163,8170,8218,8239,8249,8211,8229,8233,8278,8270
061,34,003,00000,76400,00000,0,F,Waldwick borough,New Jersey,9625,9581,9595,9662,9721,9767,9801,9912,9899,9915,10207
071,34,003,76400,76400,00000,1,A,Waldwick borough,New Jersey,9625,9581,9595,9662,9721,9767,9801,9912,9899,9915,10207
061,34,003,00000,76490,00000,0,F,Wallington borough,New Jersey,11335,11335,11346,11436,11469,11512,11537,11571,11560,11595,11591
071,34,003,76490,76490,00000,1,A,Wallington borough,New Jersey,11335,11335,11346,11436,11469,11512,11537,11571,11560,11595,11591
061,34,003,00000,77135,00000,1,A,Washington township,New Jersey,9102,9120,9120,9171,9203,9231,9253,9277,9254,9246,9246
061,34,003,00000,80270,00000,0,F,Westwood borough,New Jersey,10908,10927,10952,11018,11050,11076,11097,11127,11111,11147,11155
071,34,003,80270,80270,00000,1,A,Westwood borough,New Jersey,10908,10927,10952,11018,11050,11076,11097,11127,11111,11147,11155
061,34,003,00000,82300,00000,0,F,Woodcliff Lake borough,New Jersey,5730,5715,5719,5743,5763,5758,5778,5836,5820,5803,5862
071,34,003,82300,82300,00000,1,A,Woodcliff Lake borough,New Jersey,5730,5715,5719,5743,5763,5758,5778,5836,5820,5803,5862
061,34,003,00000,82570,00000,0,F,Wood-Ridge borough,New Jersey,7626,7628,7637,7684,7836,7850,7856,8148,8506,8875,9159
071,34,003,82570,82570,00000,1,A,Wood-Ridge borough,New Jersey,7626,7628,7637,7684,7836,7850,7856,8148,8506,8875,9159
061,34,003,00000,83050,00000,1,A,Wyckoff township,New Jersey,16696,16733,16747,16897,16948,16991,17020,17066,17050,17064,17068
050,34,005,00000,00000,00000,0,A,Burlington County,New Jersey,448734,448730,449124,450149,450517,448850,448224,446923,446108,445196,445384
157,34,005,05740,00000,00000,0,A,Beverly city,New Jersey,2577,2546,2547,2544,2550,2535,2528,2513,2496,2485,2484
157,34,005,06670,00000,00000,0,A,Bordentown city,New Jersey,3924,3917,3921,3911,3913,3890,3881,3852,3831,3813,3801
157,34,005,08920,00000,00000,0,A,Burlington city,New Jersey,9920,9937,9941,9918,9912,9860,9822,9767,9822,9782,9884
157,34,005,23250,00000,00000,0,A,Fieldsboro borough,New Jersey,540,545,543,542,539,536,537,534,530,528,539
157,34,005,45210,00000,00000,0,A,Medford Lakes borough,New Jersey,4146,4153,4155,4144,4139,4115,4093,4068,4043,4000,3947
157,34,005,55800,00000,00000,0,A,Palmyra borough,New Jersey,7398,7378,7381,7371,7359,7313,7295,7251,7201,7176,7161
157,34,005,57480,00000,00000,0,A,Pemberton borough,New Jersey,1409,1404,1405,1398,1390,1382,1378,1370,1358,1335,1330
157,34,005,63660,00000,00000,0,A,Riverton borough,New Jersey,2779,2764,2765,2757,2759,2743,2733,2718,2700,2691,2685
157,34,005,82960,00000,00000,0,A,Wrightstown borough,New Jersey,802,804,804,803,802,800,798,793,783,780,778
157,34,005,99990,00000,00000,0,F,Balance of Burlington County,New Jersey,415239,415282,415662,416761,417154,415676,415159,414057,413344,412606,412775
061,34,005,00000,03370,00000,1,A,Bass River township,New Jersey,1443,1445,1446,1444,1442,1441,1439,1440,1433,1428,1422
061,34,005,00000,05740,00000,0,F,Beverly city,New Jersey,2577,2546,2547,2544,2550,2535,2528,2513,2496,2485,2484
071,34,005,05740,05740,00000,1,A,Beverly city,New Jersey,2577,2546,2547,2544,2550,2535,2528,2513,2496,2485,2484
061,34,005,00000,06670,00000,0,F,Bordentown city,New Jersey,3924,3917,3921,3911,3913,3890,3881,3852,3831,3813,3801
071,34,005,06670,06670,00000,1,A,Bordentown city,New Jersey,3924,3917,3921,3911,3913,3890,3881,3852,3831,3813,3801
061,34,005,00000,06700,00000,1,A,Bordentown township,New Jersey,11367,11380,11395,11346,11349,11348,11538,11799,12168,12046,11946
061,34,005,00000,08920,00000,0,F,Burlington city,New Jersey,9920,9937,9941,9918,9912,9860,9822,9767,9822,9782,9884
071,34,005,08920,08920,00000,1,A,Burlington city,New Jersey,9920,9937,9941,9918,9912,9860,9822,9767,9822,9782,9884
